
Intensity Max Ch=1 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
53302,,Surface,1,Image 1,1,0,
34752,,Surface,1,Image 1,1,1,
6332,,Surface,1,Image 1,1,2,
25991,,Surface,1,Image 1,1,3,
38063,,Surface,1,Image 1,1,4,
33063,,Surface,1,Image 1,1,5,
28935,,Surface,1,Image 1,1,6,
36925,,Surface,1,Image 1,1,7,
39874,,Surface,1,Image 1,1,8,
43063,,Surface,1,Image 1,1,9,
16038,,Surface,1,Image 1,1,10,
30974,,Surface,1,Image 1,1,11,
30542,,Surface,1,Image 1,1,12,
22579,,Surface,1,Image 1,1,13,
35953,,Surface,1,Image 1,1,14,
33206,,Surface,1,Image 1,1,15,
25712,,Surface,1,Image 1,1,16,
44887,,Surface,1,Image 1,1,17,
31003,,Surface,1,Image 1,1,18,
