
Intensity Max Ch=6 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
65515,,Surface,6,Image 1,1,0,
65535,,Surface,6,Image 1,1,1,
64567,,Surface,6,Image 1,1,2,
53632,,Surface,6,Image 1,1,3,
38542,,Surface,6,Image 1,1,4,
65535,,Surface,6,Image 1,1,5,
28263,,Surface,6,Image 1,1,6,
65535,,Surface,6,Image 1,1,7,
36244,,Surface,6,Image 1,1,8,
62446,,Surface,6,Image 1,1,9,
65054,,Surface,6,Image 1,1,10,
35004,,Surface,6,Image 1,1,11,
58092,,Surface,6,Image 1,1,12,
40242,,Surface,6,Image 1,1,13,
