
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
3,,Surface,2,Image 1,1,0,
44,,Surface,2,Image 1,1,1,
75,,Surface,2,Image 1,1,2,
44,,Surface,2,Image 1,1,3,
81,,Surface,2,Image 1,1,4,
5,,Surface,2,Image 1,1,5,
81,,Surface,2,Image 1,1,6,
6,,Surface,2,Image 1,1,7,
38,,Surface,2,Image 1,1,8,
18,,Surface,2,Image 1,1,9,
150,,Surface,2,Image 1,1,10,
44,,Surface,2,Image 1,1,11,
156,,Surface,2,Image 1,1,12,
19,,Surface,2,Image 1,1,13,
29,,Surface,2,Image 1,1,14,
11,,Surface,2,Image 1,1,15,
20,,Surface,2,Image 1,1,16,
12,,Surface,2,Image 1,1,17,
18,,Surface,2,Image 1,1,18,
33,,Surface,2,Image 1,1,19,
55,,Surface,2,Image 1,1,20,
