
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
522,,Surface,3,Image 1,1,0,
763,,Surface,3,Image 1,1,1,
987,,Surface,3,Image 1,1,2,
427,,Surface,3,Image 1,1,3,
873,,Surface,3,Image 1,1,4,
308,,Surface,3,Image 1,1,5,
785,,Surface,3,Image 1,1,6,
664,,Surface,3,Image 1,1,7,
422,,Surface,3,Image 1,1,8,
744,,Surface,3,Image 1,1,9,
469,,Surface,3,Image 1,1,10,
654,,Surface,3,Image 1,1,11,
721,,Surface,3,Image 1,1,12,
763,,Surface,3,Image 1,1,13,
629,,Surface,3,Image 1,1,14,
830,,Surface,3,Image 1,1,15,
245,,Surface,3,Image 1,1,16,
757,,Surface,3,Image 1,1,17,
333,,Surface,3,Image 1,1,18,
588,,Surface,3,Image 1,1,19,
767,,Surface,3,Image 1,1,20,
785,,Surface,3,Image 1,1,21,
