
Intensity Max Ch=1 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
60213,,Surface,1,Image 1,1,0,
45723,,Surface,1,Image 1,1,1,
58302,,Surface,1,Image 1,1,2,
43824,,Surface,1,Image 1,1,3,
65535,,Surface,1,Image 1,1,4,
50991,,Surface,1,Image 1,1,5,
38777,,Surface,1,Image 1,1,6,
64408,,Surface,1,Image 1,1,7,
56683,,Surface,1,Image 1,1,8,
62984,,Surface,1,Image 1,1,9,
53378,,Surface,1,Image 1,1,10,
65535,,Surface,1,Image 1,1,11,
40966,,Surface,1,Image 1,1,12,
37335,,Surface,1,Image 1,1,13,
