
Shortest Distance to Surfaces Surfaces=Surfaces 3
 ==================== 
Shortest Distance to Surfaces,Unit,Category,Surfaces,Time,ID,
0,,Surface,Surfaces 3,1,0,
0,,Surface,Surfaces 3,1,1,
0,,Surface,Surfaces 3,1,2,
0,,Surface,Surfaces 3,1,3,
0,,Surface,Surfaces 3,1,4,
0,,Surface,Surfaces 3,1,5,
0,,Surface,Surfaces 3,1,6,
0,,Surface,Surfaces 3,1,7,
0,,Surface,Surfaces 3,1,8,
0,,Surface,Surfaces 3,1,9,
0,,Surface,Surfaces 3,1,10,
0,,Surface,Surfaces 3,1,11,
